rated,turns,victory_status,winner,white_rating,black_rating,opening_eco,opening_ply
TRUE,67,resign,white,2057,1923,C44,6
TRUE,82,resign,black,1922,2040,C50,9
TRUE,144,draw,draw,2063,2038,C70,8
TRUE,53,resign,white,2003,2078,C44,5
TRUE,52,resign,white,1996,1618,C44,5
TRUE,138,draw,draw,1804,2013,D00,4
TRUE,46,resign,black,1834,1994,C70,8
TRUE,85,resign,black,1867,1968,C50,11
TRUE,43,resign,white,1653,1711,B06,4
TRUE,85,resign,black,1663,1706,C62,6
TRUE,49,resign,white,1692,1674,C00,3
TRUE,91,mate,white,1709,1685,D31,6
TRUE,69,mate,white,1631,1698,C00,3
TRUE,87,resign,black,1708,1772,A40,4
TRUE,114,resign,black,1724,1545,D20,5
TRUE,56,resign,black,1723,1713,C00,3
TRUE,34,mate,black,1642,1703,D00,2
TRUE,49,mate,white,1689,1770,D11,5
TRUE,59,resign,white,1763,1698,A20,2
TRUE,86,resign,white,1693,1477,C41,5
TRUE,85,resign,white,1664,1706,C02,8
TRUE,70,mate,black,1500,1701,C00,3
TRUE,38,mate,black,1704,1689,D10,4
TRUE,46,resign,black,1680,1677,D00,2
TRUE,51,resign,white,1757,1687,A01,4
TRUE,74,resign,black,1666,1675,D00,3
TRUE,113,resign,white,1663,1667,C55,6
TRUE,13,outoftime,white,1651,1641,B21,5
TRUE,46,mate,black,1654,1638,C00,3
TRUE,29,resign,black,1680,1623,C01,5
TRUE,59,resign,white,1610,1617,C02,7
TRUE,79,resign,white,1754,1618,C02,6
TRUE,78,mate,black,1713,1602,C00,2
TRUE,36,mate,black,1795,1581,C00,3
TRUE,39,resign,black,1658,1565,C01,5
TRUE,79,resign,white,1721,1573,D32,9
TRUE,73,resign,white,1557,1614,C38,9
TRUE,34,resign,black,1423,1500,C45,8
TRUE,66,resign,black,1566,1694,C55,6
FALSE,22,mate,black,1432,1493,C68,7
TRUE,39,resign,white,1656,1577,D00,2
TRUE,25,resign,white,1557,1713,B01,6
TRUE,51,resign,white,1686,1567,C41,5
TRUE,95,resign,white,1606,1579,C00,3
TRUE,45,resign,white,1519,1597,C20,3
TRUE,102,resign,black,1619,1452,B00,2
TRUE,35,mate,white,1610,1500,C42,6
TRUE,33,resign,white,1612,1626,C02,9
TRUE,56,mate,black,1633,1610,C00,3
TRUE,117,mate,white,1595,1583,C60,5
TRUE,63,mate,white,1696,1607,C02,9
TRUE,62,resign,black,1743,1586,C00,3
TRUE,66,draw,draw,1630,1584,C00,3
TRUE,50,resign,black,1609,1564,C02,7
TRUE,113,resign,white,1508,1586,D00,3
TRUE,97,mate,white,1573,1465,C40,4
FALSE,132,resign,black,1459,1494,B50,4
TRUE,24,outoftime,black,1061,1133,C20,3
TRUE,82,outoftime,black,1210,1151,A40,3
TRUE,13,mate,white,1812,1797,C30,4
TRUE,66,resign,black,1628,1581,C50,8
TRUE,99,resign,white,1577,1571,B01,4
TRUE,54,mate,black,1638,1497,C01,5
TRUE,46,resign,white,1605,1403,C50,6
TRUE,90,resign,black,1705,1348,A10,2
TRUE,42,resign,white,1691,1335,B01,4
TRUE,58,resign,black,1253,1679,B20,2
TRUE,53,mate,white,1238,1811,B54,6
TRUE,47,resign,white,1806,1199,C41,5
TRUE,54,mate,black,1200,1802,B20,2
TRUE,104,mate,black,1258,1793,B20,3
FALSE,99,draw,draw,1706,1287,C50,8
TRUE,81,resign,white,1782,1325,C46,7
TRUE,57,resign,white,1770,1321,B01,4
TRUE,58,mate,black,1387,1739,D00,2
TRUE,33,resign,white,1697,1405,C41,5
TRUE,65,mate,white,1687,1108,C00,4
TRUE,80,resign,black,1200,1670,D00,2
FALSE,33,resign,white,1624,1620,C21,9
FALSE,6,resign,black,1325,1620,C24,4
FALSE,71,mate,white,1677,1620,C50,9
TRUE,65,mate,white,1595,1416,C00,3
TRUE,94,mate,black,1292,1500,A00,1
TRUE,86,mate,black,1325,1087,A02,1
FALSE,46,mate,black,1033,1263,B00,2
TRUE,172,resign,black,1500,1501,A13,2
FALSE,47,mate,white,1521,1500,A04,2
TRUE,84,resign,black,1490,1672,C64,6
FALSE,34,mate,black,828,1192,A00,1
TRUE,7,outoftime,white,1245,906,C00,3
FALSE,5,resign,white,1090,837,B00,2
TRUE,15,resign,white,1576,910,A00,1
FALSE,44,resign,black,838,1642,A00,1
TRUE,39,resign,white,1317,920,B07,2
TRUE,53,resign,white,1500,850,A06,3
TRUE,19,resign,white,1497,924,B07,2
TRUE,9,mate,white,1500,848,B00,2
TRUE,7,mate,white,1129,954,B00,2
TRUE,44,mate,black,996,1108,A00,2
TRUE,2,outoftime,black,1233,1391,C20,2
TRUE,30,outoftime,black,1260,1211,C00,3
TRUE,2,outoftime,black,1300,1064,C20,2
TRUE,75,outoftime,white,1344,1325,C20,3
TRUE,80,mate,black,1350,1566,C30,3
TRUE,34,mate,black,1367,1533,C34,6
TRUE,29,mate,white,1526,1388,C48,9
TRUE,14,draw,draw,1373,1530,C30,6
TRUE,17,draw,draw,1365,1445,B01,2
TRUE,24,resign,black,1180,1341,C20,3
TRUE,76,resign,white,1310,1189,C30,3
TRUE,63,outoftime,white,1763,1318,C24,4
TRUE,115,mate,white,1582,1769,A21,3
FALSE,92,mate,black,1375,1473,C00,3
FALSE,75,mate,white,1300,1375,C40,4
FALSE,62,outoftime,black,1368,1484,C42,5
FALSE,57,resign,white,1484,1303,C24,4
FALSE,43,mate,white,1368,1484,C40,4
TRUE,2,outoftime,black,1720,1500,A01,2
TRUE,2,resign,white,1461,828,C20,2
TRUE,2,resign,black,830,1460,D00,2
TRUE,2,resign,white,1459,832,C00,2
TRUE,2,resign,white,1442,834,C00,2
TRUE,2,resign,black,835,1754,D00,2
TRUE,2,resign,white,1376,838,A00,1
TRUE,2,resign,black,842,1374,A40,1
TRUE,2,resign,white,1373,846,A00,1
TRUE,2,resign,black,850,1371,A40,2
TRUE,2,resign,white,1369,854,A00,1
TRUE,2,resign,black,858,1368,A40,1
TRUE,2,resign,white,1366,863,A00,1
TRUE,2,resign,black,868,1364,A40,1
TRUE,2,resign,white,1362,873,A00,1
TRUE,2,resign,black,878,1361,A40,2
TRUE,2,resign,white,1359,884,E00,1
TRUE,2,resign,black,890,1357,A40,2
TRUE,2,resign,white,1355,897,A00,2
TRUE,2,resign,black,904,1353,C20,2
TRUE,2,resign,white,1351,912,A04,2
TRUE,2,resign,black,920,1348,D00,2
TRUE,2,resign,white,1346,930,A00,1
TRUE,2,resign,black,940,1343,D00,2
TRUE,2,resign,white,1341,952,A00,1
TRUE,2,resign,black,965,1338,C20,2
TRUE,2,resign,white,1335,981,B01,2
TRUE,2,resign,black,981,1335,D00,2
TRUE,2,resign,white,1332,1001,B00,2
TRUE,2,resign,black,1025,1328,D00,2
TRUE,2,resign,white,1324,1058,B00,2
TRUE,2,resign,black,1106,1319,D00,2
TRUE,2,resign,white,1319,1106,C00,2
TRUE,2,resign,black,1197,1312,A00,2
TRUE,2,resign,white,1302,1500,C00,2
TRUE,80,resign,black,1420,1443,C65,6
TRUE,75,resign,white,1429,1461,D30,4
TRUE,94,resign,black,1384,1447,D30,8
TRUE,37,resign,white,1490,1463,C50,9
TRUE,48,resign,white,1370,1487,C44,4
TRUE,82,resign,white,1464,1425,A21,3
TRUE,144,mate,black,1506,1294,A21,3
TRUE,77,resign,white,1499,1364,A21,3
TRUE,159,mate,white,1487,1527,A21,3
TRUE,77,mate,white,1476,1452,A13,2
TRUE,81,resign,white,1467,1408,A10,2
TRUE,56,mate,black,1489,1453,A01,2
TRUE,83,outoftime,white,1510,1346,A21,3
FALSE,28,resign,black,1206,1517,C62,6
TRUE,45,mate,white,1487,1542,A10,2
TRUE,55,mate,white,1524,1436,A22,4
TRUE,133,mate,white,1519,1288,A13,2
TRUE,158,outoftime,black,1545,1498,A01,2
TRUE,63,resign,white,1538,1423,A21,3
TRUE,56,mate,black,1568,1408,A01,4
TRUE,87,mate,white,1563,1351,A21,3
TRUE,29,resign,white,1554,1479,A11,2
FALSE,49,mate,white,1559,1451,A34,3
FALSE,17,resign,white,1551,1459,A34,3
TRUE,61,outoftime,white,1558,1414,A22,4
TRUE,75,resign,white,1544,1354,A21,3
TRUE,64,resign,white,1535,1447,A10,2
TRUE,88,mate,black,1568,1469,A01,2
TRUE,40,resign,black,1583,1461,A10,2
TRUE,61,resign,white,1571,1437,A13,2
TRUE,15,outoftime,white,1565,1393,A21,3
FALSE,66,resign,black,1566,1317,A21,4
TRUE,83,mate,white,1558,1389,A34,3
TRUE,66,resign,white,1547,1543,A01,2
TRUE,74,mate,black,1560,1531,A10,1
TRUE,141,draw,draw,1562,1493,A21,3
FALSE,54,mate,black,1487,1107,C00,3
TRUE,122,resign,black,1248,1500,C40,4
TRUE,58,outoftime,black,1310,1304,B01,2
TRUE,105,draw,draw,1500,1202,B07,2
TRUE,38,resign,black,1689,1432,C60,6
TRUE,68,resign,black,1528,1500,A00,2
TRUE,63,resign,white,1447,1389,C20,3
TRUE,59,resign,white,1278,1104,C55,6
TRUE,72,mate,black,1403,1291,C20,2
TRUE,53,mate,white,1387,1562,B00,2
TRUE,14,draw,draw,1344,1388,A43,3
TRUE,19,mate,white,1412,1399,C55,6
TRUE,116,mate,black,1403,1387,C20,3
TRUE,49,resign,white,1321,1401,C46,5
TRUE,114,resign,black,1368,1391,D01,4
TRUE,57,resign,black,1404,1346,B10,2
TRUE,36,resign,black,1408,1652,B06,2
TRUE,19,resign,white,1488,1417,D10,6
TRUE,101,resign,white,1404,1476,B01,2
FALSE,58,resign,black,1331,1270,C26,4
TRUE,95,mate,white,1447,1413,C37,7
TRUE,71,mate,white,1506,1422,C40,4
TRUE,118,mate,black,1451,1409,C55,6
TRUE,52,mate,black,1465,1396,C40,3
TRUE,23,mate,white,1198,1413,D00,3
TRUE,72,mate,black,1425,1387,C20,4
TRUE,62,resign,black,1435,1481,C00,3
TRUE,103,resign,white,1424,1425,B20,2
TRUE,112,resign,black,1432,1513,C20,3
TRUE,80,resign,black,1336,1424,C55,6
TRUE,26,resign,black,1444,1412,C45,8
TRUE,61,resign,white,1570,1419,C26,4
TRUE,93,draw,draw,1511,1416,C55,6
TRUE,18,mate,black,1521,1401,C44,4
TRUE,39,draw,draw,1377,1402,D00,4
TRUE,22,resign,black,1437,1389,D31,6
TRUE,3,outoftime,white,1427,1399,C40,3
TRUE,44,resign,black,1404,1631,B06,2
TRUE,76,resign,black,1610,1388,C36,7
TRUE,72,mate,black,1393,1589,C20,3
TRUE,52,mate,black,1389,1788,B20,2
TRUE,37,resign,white,1640,1393,C55,6
TRUE,8,resign,black,1404,1390,B00,2
TRUE,84,outoftime,black,1293,1390,C55,6
TRUE,103,mate,white,1268,1405,C20,3
TRUE,33,resign,white,1908,1479,C20,3
TRUE,13,draw,draw,1364,2081,D02,3
FALSE,24,resign,white,1788,1245,B00,5
FALSE,35,resign,white,1245,1011,A40,1
FALSE,20,outoftime,black,1245,1148,C41,5
FALSE,95,draw,draw,1148,1245,C42,4
FALSE,56,resign,black,1930,2068,C58,15
FALSE,75,resign,black,1913,2042,C01,5
FALSE,36,mate,black,1921,2009,C67,8
TRUE,24,resign,black,1152,1550,C26,4
TRUE,83,mate,white,1967,1152,A04,6
TRUE,55,mate,white,1619,1155,C44,5
TRUE,96,mate,black,1159,1501,C44,5
TRUE,93,mate,white,1146,1055,C41,4
TRUE,46,resign,white,1562,1149,A40,2
FALSE,12,resign,white,1195,1000,A00,1
TRUE,8,draw,draw,1176,1148,C20,3
TRUE,33,resign,white,1099,1166,C40,4
TRUE,4,resign,white,1282,1180,C40,3
TRUE,11,resign,white,1274,1194,C40,4
TRUE,9,resign,white,1457,1202,C40,4
TRUE,11,resign,white,1510,1208,A00,1
TRUE,21,resign,white,1508,1214,C40,4
TRUE,13,resign,white,1283,1232,C40,4
TRUE,40,resign,black,1257,1199,B01,2
TRUE,54,resign,black,1290,1119,B01,2
TRUE,16,resign,white,1885,1291,C40,4
TRUE,11,resign,white,1375,1311,C40,4
TRUE,73,resign,black,1331,1394,C20,3
TRUE,8,resign,black,1339,1646,B01,2
TRUE,24,mate,black,1377,1418,C20,3
TRUE,17,resign,white,1860,1381,C40,4
TRUE,15,resign,white,1661,1392,A40,2
FALSE,24,resign,black,1165,1765,B20,2
TRUE,29,mate,white,1670,1432,C41,4
TRUE,57,mate,white,1290,1449,C41,5
TRUE,19,mate,white,1442,1297,C44,9
TRUE,63,resign,white,1478,1453,C20,3
TRUE,64,resign,black,1759,1438,C41,8
TRUE,23,resign,white,1426,1408,C02,9
TRUE,100,resign,black,1409,1790,B20,3
TRUE,2,resign,white,1409,1723,C20,2
TRUE,64,mate,black,1423,1552,C00,3
TRUE,85,resign,white,1711,1427,C42,5
TRUE,53,resign,white,1626,1433,A45,2
TRUE,88,resign,black,1252,1427,C41,6
TRUE,17,draw,draw,1423,1744,B20,3
TRUE,41,resign,white,1775,1426,C42,4
TRUE,46,resign,black,1431,1658,C44,4
TRUE,61,mate,white,1578,1438,C42,5
TRUE,93,resign,white,1507,1448,C26,5
TRUE,29,resign,black,1456,1562,B30,4
TRUE,51,mate,white,1402,1462,D35,7
TRUE,62,resign,black,1469,1636,C45,8
TRUE,59,mate,white,1449,1731,C44,8
TRUE,39,resign,white,1436,1478,B02,7
TRUE,118,draw,draw,1787,1427,A00,5
TRUE,104,resign,white,1501,1436,C41,4
TRUE,24,resign,black,1439,1821,B22,3
TRUE,58,mate,black,1419,1428,C41,5
TRUE,73,resign,black,1435,1598,B01,6
TRUE,41,resign,white,1497,1445,A45,3
TRUE,10,resign,white,1531,1454,C41,7
TRUE,35,mate,white,1439,1545,C00,3
TRUE,21,resign,white,1567,1447,E00,4
TRUE,47,resign,white,1953,1448,C41,6
TRUE,91,resign,white,1553,1457,E10,5
TRUE,41,resign,black,1462,1697,B01,4
TRUE,159,resign,black,1526,1447,C42,5
TRUE,53,mate,white,1431,1539,C50,6
TRUE,96,resign,black,1435,1725,C40,4
TRUE,19,resign,white,1583,1426,C24,4
TRUE,102,resign,white,1694,1430,C41,8
TRUE,67,draw,draw,1420,1886,B10,2
TRUE,26,resign,white,1436,1432,C26,5
TRUE,141,draw,draw,1428,1531,C00,3
TRUE,131,resign,white,1726,1432,C34,5
TRUE,78,resign,white,1627,1438,C41,8
TRUE,58,resign,white,1889,1440,D35,9
TRUE,63,resign,white,1427,1447,B01,2
FALSE,22,mate,black,842,1076,A00,1
FALSE,35,mate,white,1076,842,B00,2
TRUE,19,mate,white,966,869,C20,3
FALSE,9,draw,draw,1017,869,C00,2
FALSE,16,outoftime,black,869,1028,A00,2
FALSE,45,mate,white,1028,869,C00,4
FALSE,10,mate,black,869,1028,A00,1
FALSE,21,outoftime,white,1028,869,B06,2
TRUE,21,outoftime,white,1015,897,B06,2
TRUE,4,resign,black,927,1055,A01,1
FALSE,87,mate,white,1507,927,B00,2
FALSE,65,mate,white,1665,927,A40,2
TRUE,39,resign,black,1435,1653,A00,1
FALSE,38,resign,black,1397,1500,A00,1
TRUE,3,resign,white,1828,1500,B07,2
FALSE,30,outoftime,black,1303,1500,B07,2
TRUE,29,resign,black,1247,1224,B05,8
TRUE,35,resign,white,1311,1320,C34,6
TRUE,39,resign,white,1398,1412,C50,7
TRUE,51,mate,white,1348,1183,B02,2
FALSE,84,resign,black,1170,800,C40,4
TRUE,27,resign,white,1381,1575,C70,10
TRUE,43,mate,white,1500,1219,B06,6
FALSE,19,resign,white,899,1139,C20,4
TRUE,27,resign,white,1224,1289,C41,5
TRUE,40,resign,white,1207,1367,C44,4
TRUE,89,resign,white,1359,1214,C42,5
TRUE,22,mate,black,1340,1197,D00,3
TRUE,84,mate,black,1207,1232,C60,5
FALSE,55,resign,white,1082,1500,C42,5
TRUE,33,resign,white,1429,1212,C40,4
TRUE,65,resign,white,1177,1217,C40,4
TRUE,32,resign,black,1231,1162,C41,4
TRUE,28,resign,black,1173,1221,D02,4
TRUE,52,resign,black,1235,1157,C01,4
TRUE,49,resign,white,1253,1247,A00,1
TRUE,69,resign,white,1044,1181,C68,7
TRUE,83,resign,white,1391,1263,C68,7
TRUE,114,draw,draw,1231,1264,C40,4
TRUE,126,mate,black,1305,1250,A00,2
TRUE,30,resign,black,1415,1245,C44,4
TRUE,78,mate,black,1401,1237,C20,3
TRUE,49,outoftime,white,1399,1238,C40,4
TRUE,101,mate,white,1400,1246,C20,3
TRUE,51,mate,white,1232,1266,B01,4
TRUE,73,mate,white,1215,1326,B01,4
TRUE,66,mate,black,1320,1198,C20,4
TRUE,84,resign,black,1364,1182,D20,5
TRUE,46,mate,black,1197,1151,C41,4
TRUE,85,mate,white,1197,1023,C40,4
FALSE,55,mate,white,1171,1070,C40,4
TRUE,51,mate,white,1185,1125,C41,4
TRUE,93,mate,white,1170,1192,C00,3
TRUE,31,mate,white,1155,1170,C41,4
FALSE,51,resign,white,1500,1410,B01,6
TRUE,54,mate,black,1607,1580,C40,4
TRUE,38,resign,black,1739,1606,C62,6
TRUE,30,outoftime,black,1487,1673,C00,3
TRUE,98,resign,black,1496,1500,C00,5
TRUE,50,resign,black,1622,1500,B40,6
TRUE,23,resign,white,1500,1568,D21,6
TRUE,56,outoftime,black,1502,1500,B07,7
TRUE,33,draw,draw,1375,1500,B02,4
TRUE,48,resign,white,1500,1575,A83,7
TRUE,68,resign,black,1197,1500,C50,8
TRUE,37,resign,white,1500,1370,D12,8
FALSE,75,resign,white,1565,1549,D00,3
FALSE,34,mate,black,1320,1554,A20,2
FALSE,57,mate,white,1525,1524,B08,8
FALSE,68,mate,black,1497,1493,D58,14
FALSE,54,resign,black,1259,1478,B06,4
FALSE,60,outoftime,black,1665,1421,C68,7
FALSE,48,resign,white,1390,1319,A80,2
FALSE,75,resign,black,1329,1350,B10,5
FALSE,30,resign,black,1005,1350,D20,5
TRUE,113,resign,white,1308,1205,C21,3
TRUE,55,mate,white,1286,1280,A02,1
TRUE,75,mate,white,1260,1313,A00,1
TRUE,78,mate,black,1327,1490,C00,3
TRUE,20,resign,black,1299,1301,B01,4
TRUE,62,outoftime,black,1314,1520,C44,5
TRUE,48,mate,black,1211,1500,A00,1
TRUE,66,resign,black,1576,1256,D30,4
TRUE,75,outoftime,white,2003,1316,A40,2
TRUE,62,outoftime,black,1359,1170,C44,4
TRUE,44,mate,black,1219,1339,A02,1
TRUE,39,mate,white,1303,1353,E14,7
TRUE,94,mate,black,1381,1256,B01,4
TRUE,41,resign,white,1373,1271,B02,3
TRUE,6,outoftime,black,1306,1396,B01,2
TRUE,68,outoftime,black,1312,1814,C30,5
TRUE,55,mate,white,1282,1129,A00,1
TRUE,101,mate,white,1466,1318,D00,3
TRUE,34,mate,black,1337,1672,B20,3
TRUE,21,mate,white,1668,1360,B07,5
TRUE,82,mate,black,1453,1427,C21,5
TRUE,51,mate,white,2117,1458,B03,9
TRUE,48,mate,black,1498,1276,C22,7
TRUE,13,resign,white,1500,1350,A27,5
TRUE,75,outoftime,white,1459,1500,C20,3
TRUE,35,mate,white,1449,1462,A53,4
TRUE,108,outoftime,black,1472,1501,C41,5
TRUE,144,mate,black,1481,1516,B20,3
TRUE,53,mate,white,1472,1435,C40,3
TRUE,52,resign,black,1483,1455,C71,8
TRUE,59,resign,white,1401,1496,B21,3
TRUE,78,mate,black,1456,1487,B20,3
TRUE,74,mate,black,1548,1476,B20,2
TRUE,104,mate,black,1486,1484,C44,4
TRUE,82,mate,black,1401,1478,B30,4
TRUE,88,resign,black,1532,1466,B30,4
TRUE,61,mate,white,1456,1441,C60,6
TRUE,73,resign,white,1445,1454,C62,6
TRUE,77,resign,white,1509,1454,A45,2
TRUE,122,draw,draw,1442,1454,B20,3
TRUE,157,mate,white,1440,1465,B20,3
TRUE,67,mate,white,1500,1472,B21,12
TRUE,23,outoftime,white,1464,1362,C65,6
TRUE,50,resign,black,1475,1462,A00,3
TRUE,49,mate,white,1457,1487,B56,10
TRUE,33,outoftime,white,1478,1422,C45,7
TRUE,89,mate,white,1507,1488,B20,3
TRUE,37,mate,white,1540,1489,B45,9
TRUE,110,mate,black,1499,1486,A01,1
TRUE,46,resign,black,1509,1540,C62,6
TRUE,77,outoftime,white,1487,1521,A00,1
TRUE,18,resign,black,1477,1504,B30,4
TRUE,117,draw,draw,1402,1507,B21,3
TRUE,55,resign,white,1498,1446,B20,3
TRUE,72,resign,black,1505,1628,C65,6
TRUE,58,resign,black,1510,1480,C61,6
TRUE,75,resign,white,1502,1394,B20,3
TRUE,14,resign,black,1455,1493,B20,2
TRUE,34,resign,black,1507,1482,B21,3
TRUE,48,mate,black,1434,1473,A18,5
TRUE,110,mate,black,1475,1470,B20,3
TRUE,54,resign,black,1487,1427,B30,5
FALSE,35,mate,white,1500,1487,A40,2
TRUE,37,outoftime,white,1478,1423,B30,5
TRUE,52,mate,black,1504,1467,B20,2
TRUE,71,resign,white,1457,1448,C41,5
TRUE,151,mate,white,1462,1468,B20,3
TRUE,60,mate,black,1480,1419,C70,8
TRUE,86,resign,black,1391,1472,B25,4
TRUE,77,mate,white,1462,1424,C41,5
TRUE,8,resign,white,1551,1159,B02,2
FALSE,62,mate,black,1057,1450,A06,3
TRUE,37,mate,white,1577,1217,B02,2
FALSE,130,draw,draw,1272,1186,A00,1
TRUE,32,mate,black,1337,1391,D00,3
TRUE,19,mate,white,1500,1500,D00,3
FALSE,54,resign,black,1500,1099,C20,4
TRUE,67,mate,white,1277,1500,C20,2
FALSE,175,mate,white,1896,1619,C30,4
FALSE,55,resign,white,1481,1750,B43,9
FALSE,47,mate,white,1426,1458,D41,18
FALSE,52,resign,black,1512,1485,C36,7
FALSE,137,draw,draw,1503,1637,C50,5
FALSE,147,resign,white,1629,1510,C44,5
FALSE,48,draw,draw,1506,1633,C46,5
FALSE,60,resign,black,1524,1765,C50,8
FALSE,131,outoftime,white,1760,1529,C42,6
FALSE,42,resign,black,1534,1755,C50,9
TRUE,56,resign,white,1533,1593,D07,7
TRUE,37,resign,black,1547,1356,C41,9
TRUE,55,resign,white,1537,1560,C50,8
TRUE,36,outoftime,black,1564,1814,C40,4
TRUE,23,mate,white,1548,1729,C45,8
TRUE,40,resign,black,1563,1469,C00,3
TRUE,85,mate,white,1551,1573,B02,4
TRUE,48,resign,white,1549,1109,B00,4
TRUE,7,resign,white,1536,1232,B01,4
TRUE,35,mate,white,1518,1762,C45,7
TRUE,19,resign,black,1500,1337,C45,10
TRUE,56,resign,white,1514,1255,C45,7
FALSE,100,resign,black,1260,1389,C28,7
FALSE,46,resign,black,1389,1260,C45,7
TRUE,65,mate,white,1509,1253,C41,5
TRUE,48,resign,black,1520,1534,B88,12
TRUE,25,resign,white,1509,1499,C45,7
TRUE,39,resign,white,1506,1133,C44,5
TRUE,177,draw,draw,1502,1718,C41,6
TRUE,88,resign,black,1509,1639,B54,6
TRUE,53,mate,white,1500,1451,C00,5
TRUE,16,resign,black,1512,1503,C40,4
TRUE,29,outoftime,white,1489,1589,B00,2
TRUE,28,outoftime,black,1496,1646,C45,7
TRUE,56,resign,black,1507,1512,C00,3
TRUE,73,resign,black,1517,1569,B07,4
TRUE,70,resign,black,1524,1668,C45,7
TRUE,49,resign,white,1515,1437,C44,5
TRUE,7,outoftime,white,1508,1373,B01,6
TRUE,44,resign,black,1522,1461,B53,7
TRUE,98,draw,draw,1523,1494,C45,7
TRUE,61,resign,black,1536,1487,C42,5
TRUE,50,resign,black,1542,1763,C40,4
TRUE,57,resign,white,1524,1714,C44,5
TRUE,39,resign,white,1521,1150,B00,4
TRUE,42,mate,black,1540,1267,B25,4
TRUE,28,resign,black,1549,1647,C41,8
TRUE,81,mate,white,1976,1755,C02,8
TRUE,66,resign,black,1768,1662,C55,6
TRUE,132,resign,black,1500,1652,B40,4
FALSE,59,resign,white,1398,1500,C20,3
FALSE,41,mate,white,1500,1500,C23,3
FALSE,42,resign,black,1400,1500,D00,3
FALSE,85,resign,white,1452,1500,C41,5
FALSE,37,draw,draw,1458,1500,B02,4
TRUE,51,resign,white,1906,1857,D21,6
TRUE,73,resign,white,1897,1027,B17,8
TRUE,81,resign,white,1500,1814,A13,8
TRUE,37,mate,white,1456,1193,C44,5
TRUE,46,resign,black,1231,1177,C20,3
TRUE,94,outoftime,black,1777,1640,C53,9
TRUE,85,mate,white,1944,1674,D02,4
TRUE,95,mate,white,1777,1785,B00,5
TRUE,106,resign,black,1726,1560,B00,5
TRUE,58,mate,black,1151,1500,D00,3
TRUE,10,resign,white,1381,1500,D00,3
TRUE,14,resign,white,1646,1381,A50,4
TRUE,48,mate,black,1500,1637,C21,4
FALSE,38,mate,black,1972,2174,B30,4
TRUE,85,mate,white,1603,1641,A40,1
TRUE,68,resign,black,1647,1805,A45,3
TRUE,13,resign,white,1798,1654,C27,3
TRUE,101,resign,white,1617,1666,A00,1
TRUE,58,resign,black,1383,1662,C40,4
TRUE,54,resign,black,1567,1655,C40,4
TRUE,72,resign,black,1754,1641,A00,1
TRUE,73,resign,white,1809,1647,C40,4
TRUE,86,outoftime,black,1576,1638,C30,3
TRUE,118,outoftime,draw,1437,1634,B12,3
TRUE,54,resign,black,1652,1622,A40,1
TRUE,134,outoftime,black,1566,1612,C40,4
TRUE,96,resign,white,1604,1523,A45,3
TRUE,70,outoftime,black,1532,1595,C20,3
TRUE,51,resign,white,1735,1602,C40,4
TRUE,75,resign,black,1508,1594,B12,3
TRUE,45,resign,white,1645,1603,C40,4
TRUE,63,resign,white,2222,1604,A40,1
TRUE,75,resign,white,1666,1613,C40,4
TRUE,56,resign,black,1597,1603,C20,3
TRUE,50,resign,black,1582,1592,A40,1
TRUE,66,resign,black,1537,1583,C40,4
TRUE,87,resign,white,1704,1590,A40,1
TRUE,47,resign,white,1612,1601,C40,4
TRUE,37,resign,white,1692,1609,B12,3
TRUE,138,outoftime,black,1650,1597,C40,4
TRUE,35,resign,white,1816,1602,D31,6
TRUE,74,resign,black,1617,1593,D00,3
TRUE,48,outoftime,black,1563,1583,C23,3
TRUE,46,resign,black,1492,1574,C40,4
TRUE,84,resign,black,1589,1563,D02,4
TRUE,22,outoftime,black,1717,1547,C27,3
FALSE,40,resign,black,1372,1410,C40,4
TRUE,89,resign,white,1566,1558,A40,1
FALSE,70,resign,black,1375,1410,C40,4
TRUE,82,outoftime,black,1500,1551,A40,1
TRUE,56,mate,black,1558,1674,D03,5
TRUE,141,resign,white,1666,1566,C20,3
TRUE,89,mate,white,1594,1576,C20,3
TRUE,82,mate,black,1614,1564,C40,4
TRUE,94,resign,black,1535,1555,C40,4
TRUE,46,resign,black,1645,1541,A40,1
TRUE,55,resign,white,1696,1548,A00,1
TRUE,124,mate,black,1486,1539,C20,3
TRUE,45,resign,white,1557,1549,B12,3
TRUE,89,resign,white,1577,1559,C23,3
TRUE,112,resign,black,1570,1566,A40,1
TRUE,116,outoftime,black,1578,1559,A00,1
TRUE,53,mate,white,1484,1500,B10,5
FALSE,30,resign,white,2179,1593,B12,5
TRUE,94,mate,black,1698,1612,B10,2
TRUE,74,resign,white,1870,1676,D10,4
TRUE,50,mate,black,1502,1500,B10,2
TRUE,73,resign,white,1432,1500,C41,4
TRUE,58,resign,black,1500,1629,C41,4
TRUE,54,resign,black,1396,1500,E00,5
TRUE,43,resign,black,1607,1500,C21,5
TRUE,54,mate,black,1530,1500,C41,5
FALSE,60,resign,black,1306,1500,B50,4
TRUE,34,resign,black,1626,1500,C50,9
TRUE,67,resign,white,1500,1626,C62,6
TRUE,44,resign,black,1584,1500,E14,7
TRUE,25,resign,white,1500,1584,B45,9
FALSE,52,mate,black,1229,1500,A00,1
FALSE,41,mate,white,1500,1229,C59,16
FALSE,44,mate,black,1434,1538,A00,1
TRUE,69,mate,white,1533,1586,A00,1
TRUE,44,resign,black,1678,1416,B00,6
